-0.968274,0.129231,0,0,0,0.00294001,0.999996
-2.78794,2.10614,-6.93889e-18,0,0,0.996099,-0.0882391
-8.90283,4.13239,0,0,0,0.999491,-0.0319082
-6.66189,2.39359,3.46945e-18,0,0,-0.725018,0.68873
-6.63232,-0.0776163,0,0,0,-0.680867,0.732407
3.58708,4.4727,3.46945e-18,0,0,-0.0702523,0.997529
-3.81709,0.65499,3.46945e-18,0,0,0.999991,-0.00414419
-3.44676,-3.95689,6.93889e-18,0,0,0.982129,-0.188211
-3.32466,-7.69054,-3.46945e-18,0,0,0.997801,-0.0662856
-3.11555,-11.6243,-6.93889e-18,0,0,0.997699,-0.0677937
-1.52664,-16.3451,-6.93889e-18,0,0,-0.00165546,0.999999
3.9685,-17.5953,-6.93889e-18,0,0,0.0264806,0.999649
-4.15741,-17.0237,6.93889e-18,0,0,0.449088,0.893488
-9.12728,-17.8402,-3.46945e-18,0,0,0.981208,0.192954
-0.687365,-13.625,3.46945e-18,0,0,0.702097,0.712081
-1.3064,-9.15056,-3.46945e-18,0,0,0.0337451,0.99943
-1.20346,-4.65783,6.93889e-18,0,0,0.368327,0.929696
-1.21137,-1.97518,3.46945e-18,0,0,-0.454169,0.890916
-0.172865,1.05807,0,0,0,-0.0874595,0.996168
1.08016,1.03845,3.46945e-18,0,0,0.990579,0.136941
2.1585,-0.273305,3.46945e-18,0,0,0.997496,-0.0707227
3.43124,-2.49128,-6.93889e-18,0,0,-0.719288,0.694712
4.49835,0.0447985,-1.04083e-17,0,0,-0.0915268,0.995803
3.95572,1.45081,3.46945e-18,0,0,0.550206,0.835029
1.95581,1.87032,0,0,0,0.720494,0.693461
2.13245,-3.17361,6.93889e-18,0,0,-0.716107,0.69799
3.33992,-6.77901,-6.93889e-18,0,0,-0.725216,0.688521
2.11368,-7.48432,0,0,0,-0.814766,0.57979
2.45931,-13.7947,6.93889e-18,0,0,0.0519524,0.99865
1.32745,-15.1649,0,0,0,0.994357,-0.106083
0.0211132,-15.3099,0,0,0,0.012606,0.999921
